# ----------------------------------------
# JewelMint + subdomains
# Landing Pages
# 20130616-20130723
# ----------------------------------------

Landing Page,Visits,Pages / Visit,Avg. Visit Duration,% New Visits,Bounce Rate
www.jewelmint.com/jewelry/snake-vertebrae-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sophie-earrings?aid=1$aff$p3722$c4682$8867&aff_sub2=3QyytaQnEWIr0J4XV1zwtS2aUkW3PDxFr0F5yA0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sophie-stack-rings?aid=1$internal-email$p940$c3949$8819,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sorbet-scoop-earrings?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sorbet-scoop-earrings?focus=comments,5,6.00,00:02:18,100.00%,0.00%
www.jewelmint.com/jewelry/sorbet-sixties-bangles,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/soulmate-bangle,5,2.00,00:00:14,100.00%,0.00%
www.jewelmint.com/jewelry/soulmate-bangle?inv=744caf7306805e95900ab9d607696402&sc=invite-link,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/soulmate-bangle?inv=744caf7306805e95900ab9d607696402&sc=invite-link&aff_sub2=zUkW32UHP2qBXRJQqEXuDVsAUkW1AiV4ex2pUU0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/south-carolina-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/souxsie-soux-necklace-gold,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sparrow-earrings,5,3.00,00:02:59,100.00%,0.00%
www.jewelmint.com/jewelry/sparrow-earrings?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/spear-cuff?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/spear-cuff?redir_ct=1,5,1.00,00:00:00,100.00%,100.00%
www.JewelMint.com/jewelry/spear-hoop,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/spike-choker?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/spike-crown-bracelet?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/spoon-ring?aid=1$aff$p3722$c4682$8867,5,2.00,00:01:00,100.00%,0.00%
www.jewelmint.com/jewelry/spring-staples?aid=1$aff$p3722$c4682$8867,5,2.00,00:00:07,100.00%,0.00%
www.jewelmint.com/jewelry/stack-it-up-bracelet,5,6.00,00:15:35,100.00%,0.00%
www.jewelmint.com/jewelry/stacked-blues-bracelet,5,2.00,00:00:07,100.00%,0.00%
www.jewelmint.com/jewelry/stacked-bronze-bangles,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/star-bound-ring?aid=1$fb$p481$c871$2825,5,5.00,00:07:45,100.00%,0.00%
www.jewelmint.com/jewelry/star-bound-ring?test_rdr=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/starfish-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/starlight-necklace,5,3.00,00:00:44,100.00%,0.00%
www.jewelmint.com/jewelry/starry-night-bracelet?aid=1$aff$p3722$c4682$8867,5,2.00,00:00:17,100.00%,0.00%
www.jewelmint.com/jewelry/Starry-Night-Earrings/?aid=1$scu$p1256$c1834$4358,5,2.00,00:00:07,100.00%,0.00%
www.jewelmint.com/jewelry/state-of-art-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/state-of-art-necklace?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/steel-nail-ring,5,2.00,00:00:08,100.00%,0.00%
www.jewelmint.com/jewelry/steel-triangle-necklace?medium=HardPin&source=Pinterest&campaign=type40&ref=hardpin_type40,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sterling-silver-joann-ring?aid=1$fb$p481$c871$2825,5,7.00,00:13:39,100.00%,0.00%
www.jewelmint.com/jewelry/sterling-silver-pave-clover-ring,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sterling-silver-snake-earrings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/stevie/reviews,5,19.80,00:13:20,100.00%,0.00%
www.jewelmint.com/jewelry/still-dreaming-earrings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/stone-age-bracelet?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/stronger-necklace,5,3.00,00:08:34,100.00%,0.00%
www.jewelmint.com/jewelry/style-mystery-boxes,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/style-mystery-boxes?aid=1$internal-email$p940$c3949$8855,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/style-warrior-necklace?aid=1$internal-email$p117$c3950$8692,5,3.00,00:01:24,100.00%,0.00%
www.jewelmint.com/jewelry/style-warrior-necklace?focus=comments,5,7.00,00:28:42,100.00%,0.00%
www.jewelmint.com/jewelry/style-warrior-necklace?focus=comments&redir_ct=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/stylemint-tie-dye-tote-blue-size-1?aid=1$fb$p481$c871$2825,5,3.00,00:00:16,100.00%,0.00%
www.jewelmint.com/jewelry/sugar-pop-earrings/?aid=1$spons$p3085$c3963$8166&pr_id=6987&transaction_id=102243402196130714,5,2.00,00:00:16,100.00%,0.00%
www.jewelmint.com/jewelry/summer-mystery-box?aid=1$internal-email$p117$c3950$8820&userid=2398596_41d964831cb757cab4f9d9d01e57485f7c36c72b,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/summer-mystery-box?focus=comments,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/summer-mystery-box?test_rdr=1,5,5.00,00:05:00,100.00%,0.00%
www.jewelmint.com/jewelry/sun-dial-bangle?inv=pin_pd_11478_5cb5a18098b2c81af1ff8044c9c0a551,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sun-stone-bracelet/?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sunflower-bracelet?aid=1$aff$p3722$c4682$8867,5,3.00,00:00:01,100.00%,0.00%
www.jewelmint.com/jewelry/sunflower-earrings?focus=comments,5,6.00,00:15:20,100.00%,0.00%
www.jewelmint.com/jewelry/sunflower-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sunflower-necklace?offer_id=6&aff_id=2575&file_id=17385&aid=1$aff$p72$c96$201,5,5.00,00:05:53,100.00%,0.00%
www.jewelmint.com/jewelry/sunset-fringe-bracelet?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sunshine-sparkle-necklace?aid=1$eir$p117$c3308$6903&userid=4070821_e08f81e091833e305b797de13db16979d8fa2cba,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sunshine-sparkle-necklace?aid=1$internal-email$p117$c3950$8820&userid=5206283_428b61409f2ca4adc009a76efb4a9a2615881d84,5,5.00,00:01:42,100.00%,0.00%
www.jewelmint.com/jewelry/supernova-earrings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/swarvoski-hand-chain?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sweet-dreams-duo?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/sweet-violet-necklace?aid=1$aff$p3722$c4682$8867,5,3.00,00:00:50,100.00%,0.00%
www.jewelmint.com/jewelry/sweetheart-ring-size-6,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/take-a-bow-ring?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/take-flight-necklace?focus=comments,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/taking-shape-pendant,5,3.00,00:00:21,100.00%,0.00%
www.jewelmint.com/jewelry/talisbla-necklace,5,1.00,00:00:00,100.00%,100.00%
"www.jewelmint.com/jewelry/tan-pave-glam-cuff?fb_action_ids=10151688332351183&fb_action_types=og.likes&fb_source=other_multiline&action_object_map={""10151688332351183"":215246615289931}&action_type_map={""10151688332351183"":""og.likes""}&action_ref_map=[]",5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/taner-bar-necklace,5,4.00,00:01:01,100.00%,0.00%
www.jewelmint.com/jewelry/taner-bar-necklace?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tangled-peach-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tangled-web-ring?aid=1$internal-other$p3146$c4031$8213,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tangled-web-ring?aid=1$internal-other$p3146$c4031$8213&test_rdr=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tara-earrings?aid=1$aff$p3722$c4682$8867,5,2.00,00:00:38,100.00%,0.00%
www.jewelmint.com/jewelry/tassel-garland-necklace?focus=comments,5,4.00,00:02:48,100.00%,0.00%
www.jewelmint.com/jewelry/taylor-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/te-amo-bracelet,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/te-amo-bracelet/?aid=1$Blog$p2143$c2995$6438&pr_id={pr_id}&transaction_id=10270194192736130708,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/teal-bullet-pendant?focus=comments,5,6.00,00:01:32,100.00%,0.00%
www.jewelmint.com/jewelry/teal-silver-crystal-ring?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tennessee-mirrored-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tennessee-mirrored-necklace?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace,5,4.00,00:01:00,100.00%,0.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=3Q-2CT2Mgzt22Na3haUfzTUkUkW3rcTxrz8qQI0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,21.80,00:10:20,100.00%,0.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=WaWX4wxR7xeKWWSRH:SfaQnyUkW33z32NQLK0k0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=wCUTPPX6oXsvScv0dix7cVMMUkW33z3FyQu7W80&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=wcwzHYVTUwth0XIXAk1ahXAOUkW3W0WRQ0kaTk0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=wDxUxNV-BXedX3DxIg2uBR37UkW3E81R3Q303Y0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,6.00,00:01:20,100.00%,0.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=whjRpIQRtQqUQdUxoO27OTxgUkW3kpUtw1XE3c0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,2.00,00:00:11,100.00%,0.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aff_sub2=wI1wM9zIzQc60SbRYpzXMRQ:UkW3kYV1T0lWzY0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,2.00,00:00:17,100.00%,0.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-mirrored-necklace?focus=comments,5,2.00,00:00:09,100.00%,0.00%
www.jewelmint.com/jewelry/texas-necklace?aff_sub2=30G0Cx2CHX3MQO6UXQUcxXnbUkW3oqV5sxMyQw0&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-necklace?aff_sub2=wAcWaH2sM1SO1Mw03Z3qG0-NUkWy0u09yz2NV80&aff_sub=27795&aff_sub3=&aff_sub4=&aid=,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/texas-necklace?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/the-angie-bracelet?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/the-bermuda-triangle-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/the-lena-bracelet?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/the-mystic-ring,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/the-nikki-necklace?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/the-ridgeback-ring,5,2.00,00:00:09,100.00%,0.00%
www.jewelmint.com/jewelry/the-robin-necklace,5,10.00,00:16:07,100.00%,0.00%
www.jewelmint.com/jewelry/the-roxy-necklace?aid=1$aff$p3722$c4682$8867,5,13.00,00:23:06,100.00%,0.00%
www.jewelmint.com/jewelry/thermometer-pendant,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/thin-pave-hoop-earrings?aid=1$fb$p481$c871$2825&test_rdr=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/three-points-tria-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/three-points-tria-necklace?aid=1$internal-email$p940$c3949$8819,5,11.00,00:22:05,100.00%,0.00%
www.jewelmint.com/jewelry/thunderbird-earrings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/thunderbird-earrings?transaction_id=10217410652752130705&aid=1$sem$p9$c117$363&pr_id=450,5,13.00,00:07:02,100.00%,0.00%
www.jewelmint.com/jewelry/time-keeper-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/timeless-link-watch?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=637476146,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/timeless-link-watch?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=645158586,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/times-square-earrings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tinsel-town-necklace?aid=1$internal-email$p117$c3843$7861,5,2.00,00:00:06,100.00%,0.00%
www.jewelmint.com/jewelry/tiny-moon-and-star-stud-earrings?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tiny-rose-gold-anchor-necklace?source=Pinterest&medium=HardPin&campaign=type92,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tiny-rose-gold-bird-necklace?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tiny-wishbone-pendant-necklace?aid=1$internal-email$p117$c3950$8820,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tivona-secret-heart-necklace?aid=1$internal-email$p940$c3949$8855&userid=4944157_50df312a2f561a0bd97d2dd66da86d94cfc9f25d,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/to-the-point-necklace?aid=1$internal-other$p3146$c4719$8900,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/topaz-drop-crystal-earrings?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tori-amos-bangle?redir_ct=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tortoise-deco-earrings,5,12.00,00:01:22,100.00%,0.00%
www.jewelmint.com/jewelry/tortoise-deco-earrings?aid=1$fb$p475$c1832$4356,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tough-love-cuff?focus=comments,5,3.00,00:01:58,100.00%,0.00%
www.jewelmint.com/jewelry/tough-luxe-gold-ring,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tough-pink-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=628851700,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tough-pink-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=628859918,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/treasure-box-bracelet,5,2.00,00:00:11,100.00%,0.00%
www.jewelmint.com/jewelry/treasure-chest-bracelet,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/treasure-trove-pendant,5,2.00,00:06:05,100.00%,0.00%
www.jewelmint.com/jewelry/tri-mayan-necklace?aid=1$fb$p481$c871$2825&test_rdr=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/triangle-drop-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/triangle-motiff-statement-necklace?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/triangle-motiff-teal-leather-earrings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/triangle-studs?aid=1$aff$p3722$c4682$8867,5,2.00,00:00:35,100.00%,0.00%
www.jewelmint.com/jewelry/tribal-beat-earrings,5,5.00,00:10:40,100.00%,0.00%
www.jewelmint.com/jewelry/tribal-beat-earrings?aid=1$aff$p3722$c4682$8867,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tribal-fringe-collar/reviews?bref=1,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tribal-spear-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/trinity-rings,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/tropical-green-and-lilac-double-wrap,5,7.00,00:01:37,100.00%,0.00%
www.jewelmint.com/jewelry/tulipa-gold-necklace,5,2.00,00:00:10,100.00%,0.00%
www.jewelmint.com/jewelry/tulipa-gold-necklace?aid=1$fb$p481$c871$2825,5,4.00,00:24:25,100.00%,0.00%
www.jewelmint.com/jewelry/tumble-necklace-in-pale-green,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/turquoise-amsu-necklace,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/turquoise-beaded-fan-necklace?aid=1$fb$p481$c871$2825,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/turquoise-crystal-clover-hand-chain,5,9.00,00:16:53,100.00%,0.00%
www.jewelmint.com/jewelry/turquoise-jonell-ring?aid=1$internal-email$p940$c3949$8819,5,4.00,00:00:08,100.00%,0.00%
www.jewelmint.com/jewelry/turquoise-linked-y-drop-tassel-necklace?aid=1$aff$p3722$c4682$8867,5,2.00,00:00:31,100.00%,0.00%
www.jewelmint.com/jewelry/turquoise-long-rondelle-tassel-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=636872458,5,1.00,00:00:00,100.00%,100.00%
www.jewelmint.com/jewelry/turquoise-long-rondelle-tassel-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=637191508,5,2.00,00:00:24,100.00%,0.00%
www.jewelmint.com/jewelry/turquoise-long-rondelle-tassel-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=637249656,5,2.00,00:00:14,100.00%,0.00%
www.jewelmint.com/jewelry/turquoise-long-rondelle-tassel-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=637343838,5,2.00,00:00:00,100.00%,0.00%
www.jewelmint.com/jewelry/turquoise-long-rondelle-tassel-necklace?aid=1$spons$p3519$c4439$8614&source=pepperjam&publisherId=73861&clickId=638225547,5,2.00,00:00:52,100.00%,0.00%
